date,amount_mxn,weekday_written,notebook_date_text,raw_amount_text,source_page,recognition_confidence,review_status,notes
2024-04-03,400.00,Mie,03 Mie,400,10,high,verified,
2024-04-04,473.00,Jue,04 Jue,473,10,high,verified,
2024-04-05,488.00,Vier,05 Vier,488,10,high,verified,
2024-04-06,215.00,Sab,06 Sab,215,10,high,verified,
2024-04-08,640.00,Lun,08 Lun,640,10,high,verified,
2024-04-09,529.00,Mar,09 Mar,529,10,high,verified,
2024-04-10,847.00,Mier,10 Mier,847,10,high,verified,
2024-04-11,1120.00,Jue,11 Jue,1120 -200,10,high,verified,Daily base amount retained; explicit -200 is preserved as an attached adjustment and reflected in reconciliation notes.
2024-04-12,694.00,Vie,12 Vie,694,10,high,verified,
2024-04-13,373.00,Sab,13 Sab,373,10,high,verified,
2024-04-16,1266.00,Mar,16 Mar,1266,10,high,verified,
2024-04-17,730.00,Mier,17 Mier,730,10,high,verified,
2024-04-18,786.00,Jue,18 Jue,786,10,high,verified,
2024-04-19,238.00,Vier,19 Vier,238,10,high,verified,
2024-04-20,342.00,Saba,20 Saba,342,10,high,verified,
2024-04-22,1225.00,Lun,Lun,1225,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-23,707.00,Mar,Mar,707,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-24,1199.00,Mier,Mier,1199,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-25,710.00,Juev,Juev,710,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-26,638.00,Vier,Vier,638,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-27,130.00,Sab,Sab,130,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-29,683.00,Lun,Lun,683,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-04-30,577.00,Mar,Mar,577,10,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-05-03,463.00,Jue,03 Jue,463,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-04,537.00,Vie,04 Vie,537,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-05,287.00,Sab,05 Sab,287,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-07,900.00,Lun,07 Lun,900,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-08,1450.00,Mar,08 Mar,1450,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-09,488.00,Mier,09 Mier,488,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-10,941.00,Jue,Jue 10,941,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-12,485.00,Sab,Sab 12,485,11,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-05-13,690.00,Lun,Lun 13,690,11,high,verified,
2024-05-14,560.00,Mar,Mar 14,560,11,high,verified,
2024-05-16,497.00,Jue,16 Jue,497,11,high,verified,
2024-05-17,553.00,Vier,17 Vier,553,11,high,verified,
2024-05-18,460.00,Sab,18 Sab,460,11,high,verified,
2024-05-20,1259.00,Lun,20 Lun,1259,11,high,verified,
2024-05-21,943.00,Mar,21 Mar,943,11,high,verified,
2024-05-22,1230.00,Mier,22 Mier,1230,11,high,verified,
2024-05-23,400.00,Jue,23 Jue,400,11,high,verified,
2024-05-24,662.00,Vie,24 Vie,662 +130 tarjeta,11,high,verified,Daily base amount retained; +130 card note is preserved as a separate adjustment.
2024-05-25,370.00,Sab,25 Sab,370,11,high,verified,
2024-05-27,300.00,Lun,27 Lun,300 +155 deposito,11,high,verified,Daily base amount retained; +155 deposit is preserved separately and is included in the written 9519 section total.
2024-05-28,1020.00,Mar,28 Mar,1020,11,high,verified,
2024-05-29,635.00,Mier,29 Mier,635,11,high,verified,
2024-05-30,500.00,Jue,30 Jue,500,11,high,verified,
2024-05-31,535.00,Vier,31 Vier,535,11,high,verified,
2024-06-01,240.00,Sab,01 Sab,240,11,high,verified,
2024-06-03,653.00,Lun,03 Lun,653,11,high,verified,
2024-06-04,812.00,Mar,04 Mar,812,11,high,verified,
2024-06-05,526.00,Mier,05 Mier,526,11,high,verified,
2024-06-06,970.00,Jue,06 Jue,970,11,high,verified,
2024-06-07,421.00,Vier,07 Vier,421,11,high,verified,
2024-06-08,381.00,Sab,08 Sab,381,11,high,verified,
2024-06-10,1200.00,Lun,10 Lun,1200,11,high,verified,
2024-06-11,1619.00,Mar,11 Mar,1619,11,high,verified,
2024-06-12,450.00,Mier,12 Mier,450,11,high,verified,
2024-06-13,694.00,Jue,13 Jue,694,11,high,verified,
2024-06-14,334.00,Vier,14 Vier,334,11,high,verified,
2024-06-17,555.00,Lun,17 Lun,555,11,high,verified,
2024-06-18,650.00,Mar,18 Mar,650 (142 banco),11,high,verified,Bank annotation is preserved separately and not subtracted from the daily amount.
2024-06-19,877.00,Mie,19 Mie,877,11,high,verified,
2024-06-20,290.00,Jue,20 Jue,290,11,high,verified,
2024-06-21,270.00,Vie,21 Vie,270,11,high,verified,
2024-06-22,584.00,Sab,22 Sab,584,11,high,verified,
2024-06-24,704.00,Lun,24 Lun,704,11,high,verified,
2024-06-25,567.00,Mar,25 Mar,567,11,high,verified,
2024-06-26,771.00,Mier,26 Mier,771 (573 deposito),11,high,verified,Deposit annotation is preserved separately and not added to the daily amount.
2024-06-27,,,27,[blank],11,high,missing_amount,Date numeral only; no amount is written.
2024-06-28,1012.00,Vier,28 Vier,1012,11,high,verified,
2024-06-29,133.00,Sab,29 Sab,133,11,high,verified,
2024-07-01,810.00,Lunes,01 Lunes,810 +18 deposito,12,high,verified,Daily base amount retained; +18 appears under the Depositos heading.
2024-07-02,482.00,Mart,02 Mart,482,12,high,verified,
2024-07-03,564.00,Mier,03 Mier,564; 80 deposito,12,high,verified,Separate 80 deposit note is not added to the daily amount.
2024-07-04,411.00,Juev,04 Juev,411,12,high,verified,
2024-07-05,634.00,Vier,05 Vier,634,12,high,verified,
2024-07-06,368.00,Sab,06 Sab,368,12,high,verified,
2024-07-08,492.00,Lun,08 Lun,492,12,high,verified,
2024-07-09,825.00,Mar,09 Mar,825,12,high,verified,
2024-07-10,595.00,Mier,10 Mier,595,12,high,verified,
2024-07-11,300.00,Jue,11 Jue,300,12,high,verified,
2024-07-12,572.00,Vier,12 Vier,572,12,high,verified,
2024-07-18,750.00,Jue,18 Jue,750,12,high,verified,
2024-07-19,364.00,Vier,19 Vier,364,12,high,verified,
2024-07-20,375.00,Sab,20 Sab,375,12,high,verified,
2024-07-22,573.00,Lun,22 Lun,573,12,high,verified,
2024-07-23,243.00,Mar,23 Mar,243,12,high,verified,
2024-07-24,253.00,Mie,24 Mie,253,12,high,verified,
2024-07-25,351.00,Jue,25 Jue,351,12,high,verified,
2024-07-26,1780.00,Vier,Vier,1780,12,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-07-29,889.00,Lun,Lun,889,12,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-07-30,290.00,Mar,Mar,290,12,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-07-31,300.00,Mier,Mier,300,12,medium,verified,Date numeral omitted; inferred from calendar and source sequence.
2024-08-01,500.00,Jue,01 Jue,500,12,high,verified,
2024-08-02,681.00,Vier,02 Vier,681,12,high,verified,
2024-08-05,1023.00,Lun,05 Lun,1023,12,high,verified,
2024-08-06,265.00,Mar,06 Mar,265,12,high,verified,
2024-08-07,343.00,Mier,07 Mier,343,12,high,verified,
2024-08-08,1202.00,Jue,08 Jue,1202; 270,12,high,verified,Separate 270 annotation is not added to the daily amount.
2024-08-09,402.00,Vie,09 Vie,402,12,high,verified,
2024-08-12,1820.00,Lun,10 Lun,1820,12,low,adjudicated,Literal 10 Lun conflicts with the 2024 calendar; normalized to August 12 from weekday and sequence.
2024-08-13,1041.00,Mar,11 Mar,1041,12,low,adjudicated,Literal 11 Mar conflicts with the 2024 calendar; normalized to August 13 from weekday and sequence.
2024-08-14,649.00,Mie,Mie,649,12,medium,verified,Date numeral omitted; inferred from shifted weekday sequence.
2024-08-15,330.00,Jue,Jue,330; 82,12,medium,verified,Date numeral omitted; inferred from shifted weekday sequence. Separate 82 annotation is excluded.
2024-08-16,1180.00,Vier,16 Vier,1180,12,high,verified,
2024-08-19,1120.00,Lun,18 Lun,1120,12,medium,adjudicated,Literal 18 Lun conflicts with the 2024 calendar; normalized to August 19 from weekday and sequence.
2024-08-20,1680.00,Mar,20 Mar,1680,12,high,verified,
2024-08-21,1200.00,Mier,21 Mier,1200,12,high,verified,
2024-08-22,840.00,Jue,22 Jue,840 y 237,12,high,verified,Daily base amount retained; separate 237 annotation is unclassified.
2024-08-23,2190.00,Vier,Vier,2190,12,medium,verified,Date numeral omitted; inferred from weekday and sequence.
2024-08-24,800.00,Sab,Sab,800; [244?],12,medium,verified,Date numeral omitted; inferred from weekday and sequence. Nearby annotation is unclassified.
2024-09-02,1147.00,Sep,02 Sep,1147,13,high,verified,
2024-09-03,1810.00,Sep,03 Sep,1810,13,high,verified,
2024-09-04,700.00,Sep,04 Sep,700,13,high,verified,
2024-09-05,1090.00,Jue,05 Jue,1090,13,high,verified,
2024-09-06,530.00,Vie,06 Vie,530,13,high,verified,
2024-09-07,280.00,Sab,07 Sab,280,13,high,verified,
2024-09-09,1810.00,Lun,09 Lun,1810,13,high,verified,
2024-09-10,1000.00,Ma,10 Ma,1000,13,high,verified,
2024-09-11,1385.00,Mie,11 Mie,1385,13,high,verified,
2024-09-12,1000.00,Jue,12 Jue,1000,13,high,verified,
2024-09-13,480.00,Vie,13 Vie,480,13,high,adjudicated,Two readers independently confirmed 480 from the two-lobed middle glyph; 420 was rejected.
2024-09-16,832.00,Lun,16 Lun,832,13,high,verified,
2024-09-17,1372.00,Mar,17 Mar,1372,13,high,verified,
2024-09-18,1390.00,Mier,18 Mier,1390,13,high,adjudicated,Overwritten digit adjudicated as 3; the section then exactly matches the corrected written subtotal 10949.
2024-09-19,1026.00,Jue,19 Jue,1026,13,high,verified,
2024-09-20,452.00,Vie,20 Vie,452,13,high,verified,
2024-09-21,566.00,Sab,21 Sab,566,13,high,verified,
2024-09-23,1100.00,Lun,23 Lun,1100,13,high,verified,
2024-09-24,856.00,Mar,24 Mar,856,13,high,verified,
2024-09-25,1124.00,Mie,25 Mie,1124,13,high,verified,
2024-09-26,843.00,Jue,Jue,843,13,medium,verified,Date numeral omitted; inferred from weekday sequence.
2024-09-27,290.00,Vie,Vie,290,13,medium,verified,Date numeral omitted; inferred from weekday sequence.
2024-09-28,585.00,Sab,Sab,585,13,medium,verified,Date numeral omitted; inferred from weekday sequence.
2024-09-30,513.00,Lun,Lun,513,13,medium,verified,Date numeral omitted; inferred from weekday and calendar after September 28.
2024-10-01,738.00,Mar,01 Mar,738,13,high,verified,
2024-10-02,962.00,Mier,02 Mier,962,13,high,adjudicated,"Readers split between 902 and 962. Independent tie-breaker selected 962 from the middle glyph's ascender and internal return, matching the writer's other sixes; no subtotal was used."
2024-10-03,920.00,Mie,03 Mie,920,13,high,verified,
2024-10-04,880.00,Vie,04 Vie,880,13,high,verified,
2024-10-05,510.00,Sab,05 Sab,510,13,high,verified,
2024-10-07,1250.00,Lun,07 Lun,1250,13,high,verified,
2024-10-08,1887.00,Mar,08 Mar,1887,13,high,verified,
2024-10-09,1328.00,Mie,09 Mie,1328,13,high,verified,
2024-10-10,840.00,Ju,10 Ju,840,13,high,verified,
2024-10-11,868.00,Vie,11 Vie,868,13,high,verified,
2024-10-12,520.00,Sab,12 Sab,520,13,high,verified,
2024-10-13,764.00,Mat,13 Mat,764,13,high,verified,
2024-10-14,1010.00,Lun,14 Lun,1010,13,high,verified,
2024-10-16,916.00,Mie,16 Mie,916,13,high,verified,
2024-10-17,922.00,Jue,17 Jue,922,13,high,verified,
2024-10-18,665.00,Vie,18 Vie,665,13,high,verified,
2024-10-19,630.00,Sab,19 Sab,630,13,high,verified,
2024-10-20,870.00,Lun,20 Lun,870 +686,13,medium,verified,Written weekday conflicts with calendar; separate +686 is retained as an unclassified adjustment.
2024-10-21,1140.00,Mar,21 Mar,1140,13,medium,verified,Written weekday conflicts with calendar; numeric date preserved literally.
2024-10-22,954.00,Mie,22 Mie,954,13,high,verified,
2024-10-23,928.00,Jue,23 Jue,928,13,high,verified,
2024-10-24,880.00,,24,880 +270,13,medium,verified,Weekday omitted; separate +270 annotation retained.
2024-10-25,496.00,,25,496,13,medium,verified,Weekday omitted.
2024-10-26,1820.00,,26,1820,13,medium,verified,Weekday omitted.
2024-10-27,1325.00,,27,1325; 1500,13,medium,verified,Weekday omitted; separate 1500 note is unclassified.
2024-11-01,183.00,Vie,01 Vie,183,14,high,verified,
2024-11-02,357.00,Sab,02 Sab,357,14,high,verified,
2024-11-03,1156.00,Lun,03 Lun,1156,14,high,verified,
2024-11-05,862.00,Ma,05 Ma,862,14,high,verified,
2024-11-06,760.00,Mie,06 Mie,760,14,high,verified,
2024-11-07,1213.00,Jue,07 Jue,1213,14,high,verified,
2024-11-08,,Vie,08 Vie,[blank],14,high,missing_amount,Dated line with no amount.
2024-11-09,1320.00,Sab,09 Sab,1320,14,high,verified,
2024-11-11,1760.00,Lun,11 Lun,1760,14,high,verified,
2024-11-12,896.00,Ma,12 Ma,896,14,high,verified,
2024-11-13,791.00,Mie,13 Mie,791,14,high,verified,
2024-11-14,760.00,Jue,14 Jue,760,14,high,verified,
2024-11-15,638.00,Vier,15 Vier,638,14,high,verified,
2024-11-16,620.00,Sab,16 Sab,620,14,high,verified,
2024-11-18,580.00,Lun,18 Lun,580,14,high,verified,
2024-11-19,485.00,Mar,19 Mar,485,14,high,verified,
2024-11-20,905.00,Mie,20 Mie,905,14,high,verified,
2024-11-21,340.00,Jue,21 Jue,340,14,high,verified,
2024-11-22,559.00,Vier,22 Vier,559,14,high,verified,
2024-11-23,370.00,Sab,23 Sab,370,14,high,verified,
2024-11-25,948.00,Lun,25 Lun,948,14,high,verified,
2024-11-26,561.00,Mar,26 Mar,561,14,high,verified,
2024-11-27,1002.00,Mie,27 Mie,1002,14,high,verified,
2024-11-28,553.00,Jue,28 Jue,553,14,high,verified,
2024-11-29,845.00,Vie,29 Vie,845,14,high,verified,
2024-11-30,530.00,Sab,30 Sab,530,14,high,verified,
2024-12-02,1087.00,Lun,02 Lun,1087,14,high,verified,
2024-12-03,765.00,Mar,03 Mar,765,14,high,verified,
2024-12-04,910.00,Nov,04 Nov,910,14,high,verified,
2024-12-05,509.00,Nue,05 Nue,509,14,high,verified,
2024-12-06,757.00,Vie,06 Vie,757,14,high,verified,
2024-12-07,603.00,Sab,07 Sab,603,14,high,verified,
2024-12-09,1030.00,Lun,09 Lun,1030,14,high,verified,
2024-12-10,1116.00,Mar,10 Mar,1116,14,high,verified,
2024-12-11,1135.00,Mie,11 Mie,1135,14,high,verified,
2024-12-12,791.00,Mie,12 Mie,791,14,high,verified,
2024-12-13,250.00,Vie,13 Vie,250,14,high,verified,
2024-12-16,640.00,Lun,16 Lun,640,14,high,verified,
2024-12-17,603.00,Mar,17 Mar,603,14,high,verified,
2024-12-18,902.00,Mie,18 Mie,902,14,high,verified,
2024-12-19,990.00,Jue,19 Jue,990,14,high,verified,
2024-12-20,666.00,Vie,20 Vie,666,14,high,verified,
2024-12-21,270.00,Sab,21 Sab,270,14,high,verified,
2024-12-23,1651.00,Lun,23 Lun,1651,14,high,verified,
2024-12-24,260.00,Mar,24 Mar,260,14,high,verified,
2024-12-26,425.00,Mie,26 Mie,425,14,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-12-27,260.00,Jue,27 Jue,260,14,medium,verified,Written weekday conflicts with the 2024 calendar; numeric date preserved literally.
2024-12-28,,Vie,28 Vie,[blank],14,high,missing_amount,"December 2024 monthly total is INCOMPLETE. This dated amount is blank or obscured; do not treat it as zero. Known daily-sales minimum for December is $15,620.00."
2025-01-01,506.00,Mie,[01] Mie,506,15,medium,verified,Date numeral/weekday is partly obscured by the page marker; normalized from calendar sequence.
2025-01-02,373.00,Jue,[02] Jue,373,15,medium,verified,Date numeral/weekday is partly obscured by the page marker; normalized from calendar sequence.
2025-01-03,353.00,Vie,[03] Vie,353,15,medium,verified,Date numeral/weekday is partly obscured by the page marker; normalized from calendar sequence.
2025-01-04,198.00,Sab,[04] Sab,198,15,medium,verified,Date numeral/weekday is partly obscured by the page marker; normalized from calendar sequence.
2025-01-06,379.00,Lun,[06] Lun,379,15,medium,verified,Date numeral/weekday is partly obscured by the page marker; normalized from calendar sequence.
2025-01-13,675.00,Lun,13 Lun,675,15,high,verified,
2025-01-14,916.00,Mar,14 Mar,916,15,high,verified,
2025-01-15,831.00,Mier,15 Mier,831,15,high,verified,
2025-01-16,860.00,Jue,16 Jue,860,15,high,verified,
2025-01-17,570.00,Vie,17 Vie,570,15,high,verified,
2025-01-18,336.00,Sab,18 Sab,336,15,high,verified,
2025-01-20,923.00,Lun,20 Lun,923,15,high,verified,
2025-01-21,654.50,Mar,21 Mar,654.5,15,high,verified,
2025-01-22,1230.00,Mier,22 Mier,1230,15,high,verified,
2025-01-23,875.00,Jue,23 Jue,875,15,high,verified,
2025-01-24,510.00,Vie,24 Vie,510,15,high,verified,
2025-01-25,331.00,Sab,25 Sab,331,15,high,verified,
2025-01-27,672.00,Lun,27 Lun,672,15,high,verified,
2025-01-28,634.00,,28,634,15,medium,verified,Weekday omitted.
2025-01-29,1127.00,,29,1127,15,medium,verified,Weekday omitted.
2025-01-30,590.00,,30,590,15,medium,verified,Weekday omitted.
2025-01-31,300.00,,31,300,15,medium,verified,Weekday omitted.
2025-02-03,280.00,Lun,03 Lun,280,15,high,verified,
2025-02-04,708.00,Mar,04 Mar,708,15,high,verified,
2025-02-05,657.00,Mie,05 Mie,657,15,high,verified,
2025-02-06,738.00,Jue,06 Jue,738,15,high,verified,
2025-02-07,1080.00,Vier,07 Vier,1080,15,high,verified,
2025-02-08,411.00,Sab,08 Sab,411,15,high,verified,
2025-02-10,1030.00,Lun,10 Lun,1030,15,high,verified,
2025-02-11,1289.00,Ma,11 Ma,1289,15,high,verified,
2025-02-12,934.00,Mie,12 Mie,934,15,high,verified,
2025-02-13,1252.00,Jue,13 Jue,1252,15,high,verified,
2025-02-14,1336.00,Vie,14 Vie,1336,15,high,verified,
2025-02-15,510.00,Sab,15 Sab,510,15,high,verified,
2025-02-17,1015.00,Lun,17 Lun,1015,15,high,verified,
2025-02-18,1362.00,Mar,18 Mar,1362,15,high,verified,
2025-02-19,1030.00,Mie,19 Mie,1030,15,high,verified,
2025-02-20,682.00,Jue,20 Jue,682,15,high,verified,
2025-02-21,315.00,Vie,21 Vie,315,15,high,verified,
2025-02-22,186.00,Sab,22 Sab,186,15,high,verified,
2025-02-24,914.00,Lu,24 Lu,914,15,high,verified,
2025-02-25,700.00,Mar,25 Mar,700,15,high,verified,
2025-02-26,611.00,Mier,26 Mier,611,15,high,verified,
2025-02-27,568.00,Jue,27 Jue,568,15,high,verified,
2025-02-28,645.00,Vier,28 Vier,645,15,high,adjudicated,Focused handwriting review selected 645; the resulting section sum exactly matches the written 8028 subtotal.
2025-03-01,288.00,Sab,01 Sab,288,16,high,verified,
2025-03-03,870.00,Lun,03 Lun,870,16,high,verified,
2025-03-04,930.00,Mar,04 Mar,930,16,high,verified,
2025-03-05,381.00,Mie,05 Mie,381,16,high,verified,
2025-03-06,638.00,Jue,06 Jue,638,16,high,verified,
2025-03-07,194.00,Vie,07 Vie,194,16,high,verified,
2025-03-08,300.00,Sab,08 Sab,300,16,high,verified,
2025-03-10,757.00,Lun,10 Lun,757,16,high,verified,
2025-03-11,1072.00,Mar,11 Mar,1072,16,high,verified,
2025-03-12,418.00,Mie,12 Mie,418,16,high,verified,
2025-03-13,505.00,Jue,13 Jue,505,16,high,verified,
2025-03-14,457.00,Vier,14 Vier,457,16,high,verified,
2025-03-15,120.00,Sab,[15] Sab,120,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-03-17,392.00,Lun,17 Lun,392,16,high,verified,
2025-03-18,685.00,Mar,18 Mar,685,16,high,verified,
2025-03-19,1700.00,Mie,19 Mie,1700,16,high,adjudicated,"Focused review confirms a distinct leading 1 in the amount; this is 1700, not 700."
2025-03-20,738.00,Jue,20 Jue,738,16,high,verified,
2025-03-21,695.00,Vie,Vie,695,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-03-22,330.00,Sab,Sab,330,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-03-24,1350.00,Lun,24 Lun,1350,16,high,verified,
2025-03-25,767.00,Mar,Mar,767,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-03-26,468.00,Mie,Mie,468,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-03-27,525.00,Jue,Jue,525,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-03-28,,Vie,Vie,280 (crossed out),16,high,missing_amount,"Date inferred from weekday sequence. The clearly written 280 is crossed out with no replacement, so no active sale is recorded."
2025-03-29,280.00,Sab,Sab,280,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-04-01,820.00,Mar,01 Mar,820,16,high,verified,
2025-04-02,1210.00,Mie,02 Mie,1210,16,high,verified,
2025-04-03,962.00,Jue,03 Jue,962,16,high,verified,
2025-04-04,810.00,Vier,04 Vier,810,16,high,verified,
2025-04-05,326.00,Sab,05 Sab,326,16,high,verified,
2025-04-07,702.00,Lun,07 Lun,702,16,high,verified,
2025-04-08,478.00,Mar,08 Mar,478,16,high,verified,
2025-04-09,370.00,Mie,09 Mie,370,16,high,verified,
2025-04-10,769.00,Jue,10 Jue,769,16,high,verified,
2025-04-11,571.00,Vie,11 Vie,571,16,high,verified,
2025-04-12,268.00,Sab,Sab,268; 100?,16,medium,verified,Date numeral omitted; inferred from weekday sequence. Nearby small annotation is unclassified.
2025-04-14,474.00,Lun,Lun,474,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-04-15,750.00,Mar,Mar,750,16,medium,verified,Date numeral omitted; inferred from weekday sequence.
2025-04-22,410.00,Mar,22 Mar,410,16,high,verified,
2025-04-23,417.00,Mier,23 Mier,417,16,high,verified,
2025-04-24,408.00,Juev,24 Juev,408,16,high,verified,
2025-04-25,519.00,Vier,25 Vier,519,16,high,verified,
2025-04-26,196.00,Sab,26 Sab,196,16,high,verified,
2025-04-28,1572.00,Lun,28 Lun,1572,16,high,verified,
2025-04-29,806.00,Mar,29 Mar,806,16,high,verified,
2025-04-30,498.00,Mie,30 Mie,498,16,high,verified,
2025-05-02,550.00,Vier,02 Vier,550,17,high,verified,
2025-05-03,200.00,Sab,03 Sab,200,17,high,verified,
2025-05-05,400.00,Lun,05 Lun,400,17,high,verified,
2025-05-06,784.00,Mar,06 Mar,784,17,high,verified,Nearby (5-8) notation is a side note and is excluded.
2025-05-07,940.00,Mie,07 Mie,940,17,high,verified,
2025-05-08,890.00,Jue,08 Jue,890,17,medium,verified,Day numeral is faint but follows the calendar sequence.
2025-05-09,1143.00,Vier,Vier,1143,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-12,1212.00,Lun,Lun,1212,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-13,1169.00,Mar,Mar,1169,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-14,865.00,Mier,Mier,865,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-15,170.00,Jue,Jue,170,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-16,571.00,Vie,16 Vie,571,17,medium,adjudicated,Two-agent review and direct crop favor 571 over 521.
2025-05-17,165.00,Sab,17 Sab,165,17,high,verified,
2025-05-19,763.00,Lun,19 Lun,763,17,high,verified,
2025-05-20,780.00,Mar,20 Mar,780,17,high,verified,
2025-05-21,812.00,Mie,21 Mie,812,17,high,verified,
2025-05-22,360.00,Jue,22 Jue,360,17,high,verified,
2025-05-23,426.00,Vier,Vier,426,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-24,180.00,Sab,Sab,180,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-26,730.00,Lun,Lun,730,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-27,850.00,Mar,Mar,850,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-28,800.00,Mie,Mie,800,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-29,470.00,Jue,Jue,470,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-30,420.00,Vier,Vier,420,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-05-31,240.00,Sab,Sab,240,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-02,602.00,Lun,02 Lun,602,17,high,verified,
2025-06-03,600.00,Mar,03 Mar,600,17,high,verified,
2025-06-04,939.00,Mier,04 Mier,939,17,high,verified,
2025-06-05,1077.00,Jue,05 Jue,1077,17,high,verified,
2025-06-06,800.00,Vier,06 Vier,800,17,high,verified,
2025-06-09,1050.00,Lun,09 Lun,1050,17,high,verified,
2025-06-10,579.00,Mar,Mar,579,17,medium,adjudicated,Agents split between 519 and 579. Direct high-resolution glyph review favors 579; the resulting visible subtotal remains 320 above the written figure.
2025-06-11,1164.00,Mier,Mier,1164,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-12,581.00,Jue,Jue,581,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-13,740.00,Vie,Vie,740,17,medium,adjudicated,First digit is overwritten; two-agent review favors 740.
2025-06-14,464.00,Sab,Sab,464,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-16,295.00,Lun,16 Lun,295,17,high,verified,
2025-06-17,710.00,Mar,17 Mar,710,17,high,verified,
2025-06-18,984.00,Mie,18 Mie,984,17,high,verified,
2025-06-19,596.00,Jue,19 Jue,596,17,high,verified,
2025-06-20,472.00,Vie,20 + Vie,472,17,high,verified,"Small plus sign is stray notation, not an amount adjustment."
2025-06-21,200.00,Sab,21 Sab,200,17,high,verified,
2025-06-23,608.00,Lun,Lun,608,17,medium,adjudicated,Date inferred from sequence; final digit is heavily retraced and two-agent review favors 608.
2025-06-24,440.00,Mar,Mar,440,17,medium,adjudicated,Agents split between 420 and 440. Direct high-resolution glyph review favors 440.
2025-06-25,575.00,Mie,Mie,575,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-26,565.00,Jue,Jue,565,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-27,370.00,Vie,Vie,370,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-28,316.00,Sab,Sab,316,17,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-06-30,630.00,Lun,630,630,17,medium,adjudicated,Isolated amount below June 28; assigned to Monday June 30 from calendar sequence.
2025-07-01,365.00,Mar,01 Mar,365,19,high,verified,
2025-07-02,412.00,Mier,02 Mier,412,19,high,verified,
2025-07-03,1030.00,Jue,03 Jue,1030,19,high,verified,
2025-07-04,206.00,Vie,04 Vie,206,19,high,verified,
2025-07-05,412.00,Sab,05 Sab,412,19,high,verified,
2025-07-07,703.00,Lun,07 Lun,703,19,high,verified,
2025-07-08,590.00,Mar,Mar,590,19,medium,verified,Date numeral omitted; inferred from weekday and source sequence.
2025-07-14,480.00,Lun,14 Lun,480,19,high,verified,
2025-07-15,319.00,Mar,15 Mar,319,19,high,verified,
2025-07-16,1068.00,Mie,16 Mie,1068,19,high,verified,
